,StartingLongitude,StartingLatitude,EndingLongitude,EndingLatitude,StartingtimeStampInMS,EndtimeStampInMS,ActivityType,Distance,User
188,210069151,522220137,209416997,522392451,1642008451176,1642009865849,IN_TRAIN,22352,User3
189,209417994,522395926,208997811,522404488,1642010349155,1642011208136,IN_BUS,3172,User3
190,209007248,522409283,208993025,522363907,1642073332156,1642073730990,WALKING,562,User3
191,208992620,522363858,209001032,522404966,1642074826326,1642075188341,WALKING,481,User3
192,209006600,522411189,208981233,522400141,1642142464277,1642142667405,WALKING,252,User3
193,208972216,522399341,210095526,522199714,1642143075047,1642144886157,IN_BUS,8570,User3
194,210094571,522209291,210078629,522219807,1642158264148,1642158384617,WALKING,159,User3
195,210082089,522215853,210161945,522166899,1642164073615,1642164803212,WALKING,990,User3
196,210167177,522169648,210155255,522183311,1642170941932,1642171181971,WALKING,172,User3
197,210146760,522183114,210075562,522215828,1642172790720,1642173257324,WALKING,617,User3
198,210059834,522220231,209011057,522408546,1642177166748,1642179657616,IN_BUS,8771,User3
199,209006279,522403082,209118796,522290437,1642239807015,1642241192696,WALKING,1756,User3
200,209145700,522290600,208975700,522394100,1642243966323,1642244893398,IN_BUS,2271,User3
201,231993646,531468504,232388584,531433799,1641000371892,1641003196218,WALKING,3006,User2
202,232388861,531432255,231984074,531548243,1641039689471,1641040443540,IN_PASSENGER_VEHICLE,3763,User2
203,231973805,531550749,231394616,531412982,1641115575025,1641116443616,IN_PASSENGER_VEHICLE,4668,User2
204,231383527,531411336,231967251,531554318,1641124976076,1641125593664,IN_PASSENGER_VEHICLE,5148,User2
205,231978913,531553247,209782477,522735773,1641132567332,1641139434697,IN_PASSENGER_VEHICLE,187472,User2
206,209783340,522736744,209803362,522746941,1641408947194,1641409206928,WALKING,177,User2
207,209803183,522747145,209785820,522735633,1641410054923,1641410176916,WALKING,174,User2
208,209783480,522736471,209720694,522715748,1641461895890,1641462405852,WALKING,568,User2
209,209720694,522715748,210035259,522287869,1641462405852,1641463518883,IN_SUBWAY,6207,User2
210,210037688,522286859,231353758,531336611,1641465613771,1641475843000,IN_TRAIN,175429,User2
211,231348085,531344614,231971305,531549583,1641476075000,1641476795698,IN_PASSENGER_VEHICLE,4740,User2
212,231975305,531549391,231345968,531335678,1641714933436,1641715930000,IN_PASSENGER_VEHICLE,4867,User2
213,231286232,531356693,210509824,522522810,1641716741522,1641726049686,IN_TRAIN,171025,User2
214,210510456,522523991,209773437,522734374,1641728220048,1641730456603,IN_TRAM,6950,User2
215,209777483,522734565,209721318,522716067,1641798170000,1641798596220,WALKING,516,User2
216,209721318,522716067,210031573,522042343,1641798596220,1641800116004,IN_SUBWAY,8039,User2
217,210028409,522042057,210070637,522220792,1641804956895,1641805936930,IN_BUS,2873,User2
218,210088353,522214318,210116480,522204187,1641818930000,1641819118867,WALKING,349,User2
219,210125104,522203341,210106903,522205146,1641821893748,1641822015753,WALKING,125,User2
220,210046833,522228345,209860492,522569960,1641833002000,1641834273770,IN_TRAM,4358,User2
221,209836529,522561515,209781674,522734900,1641837340933,1641838212045,IN_TRAM,2434,User2
222,209769006,522731397,209736769,522721477,1641911536000,1641911723000,WALKING,331,User2
223,209720443,522716031,210104635,522207033,1641912571388,1641913190329,IN_SUBWAY,7048,User2
224,210098646,522210116,209777590,522734027,1641919539746,1641921230452,IN_SUBWAY,7521,User2
225,209783663,522737225,209852646,522690986,1641998333499,1641998945498,IN_SUBWAY,1721,User2
226,209852646,522690986,210144421,522184966,1641999433640,1641999800303,IN_SUBWAY,5967,User2
227,210144421,522184966,210075909,522225323,1641999800303,1642000291084,WALKING,661,User2
228,210087703,522210165,210071700,522217166,1642007643049,1642007763082,WALKING,133,User2
229,210068949,522219049,210147838,522178025,1642009481986,1642011037320,WALKING,760,User2
230,210147838,522178025,209796864,522738198,1642011037320,1642012253384,IN_SUBWAY,7320,User2
231,209794567,522746225,209792730,522740100,1642013380045,1642013501930,WALKING,69,User2
232,209770713,522734744,210147774,522177731,1642149024000,1642150173592,IN_SUBWAY,7414,User2
233,210147774,522177731,210071499,522219837,1642150173592,1642150775277,WALKING,722,User2
234,210068792,522225580,210093001,522220396,1642164575903,1642164718000,WALKING,175,User2
235,210096169,522211589,210080486,522216438,1642169119751,1642169240518,WALKING,119,User2
236,210080711,522216310,210158759,522181596,1642177005000,1642177641449,WALKING,729,User2
237,210158759,522181596,209782138,522737109,1642177641449,1642178909891,IN_SUBWAY,7086,User2
238,209783502,522736293,209608514,522749699,1642187163488,1642187544350,IN_PASSENGER_VEHICLE,1210,User2
239,209608886,522751287,209777203,522737021,1642190323266,1642190694269,IN_PASSENGER_VEHICLE,1223,User2
240,209792552,522729364,209863592,522573332,1642260369859,1642261613894,WALKING,2675,User2
241,209841455,522565975,209770949,522734415,1642269227648,1642270092541,IN_BUS,2267,User2
242,209783370,522736614,209997500,522015483,1639833903000,1639836290279,IN_TRAM,9460,User2
243,209982209,522016239,210017272,522018666,1639844924344,1639845173499,WALKING,248,User2
244,210038935,522020811,210161322,522162571,1639845821686,1639846484981,IN_BUS,2656,User2
245,210159950,522164223,209782216,522736216,1639856211762,1639857799337,IN_SUBWAY,7322,User2
246,209783379,522736591,209804135,522747784,1639924453386,1639924585352,WALKING,188,User2
247,209799973,522744979,209784615,522736687,1639925437400,1639925565946,WALKING,139,User2
248,209782864,522736774,209808051,522748079,1639999508069,1639999679043,WALKING,218,User2
249,209825899,522739573,210502189,521983625,1640000367536,1640002117540,IN_BUS,10125,User2
250,210514908,521989154,209794874,522748621,1640003579000,1640005311688,IN_BUS,10030,User2
251,209794874,522748621,209782812,522737094,1640005311688,1640005553734,WALKING,182,User2
252,209774452,522733870,209718438,522716757,1640080692697,1640081177447,WALKING,464,User2
253,209718438,522716757,210047628,522281573,1640081177447,1640082366549,IN_SUBWAY,5828,User2
254,210033484,522286525,230394166,530791962,1640083219069,1640094201000,IN_TRAIN,166765,User2
255,230396633,530793013,231977604,531550772,1640094812192,1640096895689,IN_PASSENGER_VEHICLE,16835,User2
256,231982255,531555904,231856041,531616329,1640164609365,1640164973079,IN_PASSENGER_VEHICLE,1275,User2
257,231851588,531617781,231975315,531549302,1640166066926,1640166915777,IN_PASSENGER_VEHICLE,1440,User2
258,231977833,531557155,232005600,531622848,1640178093703,1640178215706,IN_PASSENGER_VEHICLE,753,User2
259,232009414,531622383,231975358,531549371,1640180618850,1640181115111,IN_PASSENGER_VEHICLE,859,User2
260,231983547,531556360,231665403,531379480,1640274821000,1640275260000,IN_PASSENGER_VEHICLE,3083,User2
261,231646252,531396858,231986589,531552873,1640281086799,1640281572722,IN_PASSENGER_VEHICLE,2856,User2
262,231984622,531554064,232445993,531491522,1640468425000,1640469127120,IN_PASSENGER_VEHICLE,4208,User2
263,232445993,531491522,231989247,531553975,1640472037233,1640472483780,IN_PASSENGER_VEHICLE,3993,User2
264,231973861,531550980,228604589,524231391,1640513312301,1640519173703,IN_PASSENGER_VEHICLE,85622,User2
265,228622537,524232817,231975318,531549305,1640537827983,1640544008845,IN_PASSENGER_VEHICLE,84652,User2
266,231984978,531548984,231974838,531556005,1640544729025,1640546297043,IN_PASSENGER_VEHICLE,9179,User2
267,231974265,531555209,231974656,531549316,1640640692651,1640642028160,IN_PASSENGER_VEHICLE,9526,User2
268,231973928,531547935,231725548,531401425,1640683587000,1640684046118,IN_PASSENGER_VEHICLE,2403,User2
269,231720633,531404293,231975577,531549668,1640684910522,1640686262898,IN_PASSENGER_VEHICLE,2648,User2
270,231975523,531549433,232388333,531433660,1640775817028,1640776568229,IN_PASSENGER_VEHICLE,3872,User2
271,232387038,531433192,231694656,531255109,1640777052007,1640778524779,IN_PASSENGER_VEHICLE,5562,User2
272,231678365,531249673,231534430,531356866,1640785239842,1640786248025,IN_PASSENGER_VEHICLE,1740,User2
273,231519470,531357152,231975548,531549610,1640791195385,1640793599275,IN_PASSENGER_VEHICLE,6950,User2
274,231974798,531548265,231574215,531333800,1640800748972,1640801466000,IN_PASSENGER_VEHICLE,3673,User2
275,231574215,531333800,231597520,531331193,1640801466000,1640801575000,WALKING,167,User2
276,231569651,531335129,231975564,531549628,1640809064903,1640810154053,IN_PASSENGER_VEHICLE,3855,User2
277,231972168,531556040,232005720,531622730,1640863049531,1640863301241,IN_PASSENGER_VEHICLE,784,User2
278,232004468,531622989,231984421,531555003,1640864272755,1640864513877,IN_PASSENGER_VEHICLE,774,User2
279,231975564,531549680,231994984,531470837,1640973646457,1640974083165,IN_PASSENGER_VEHICLE,1005,User2
