,PlaceId,Longitude,Latitude,StartTimeStampInMS,EndTimeStampInMS,Name,User
213,ChIJVbNlEoH-H0cR-LaOndg2BJU,231973330,531550060,1641476795698,1641714933436,Żyzna 21,User2
214,ChIJwUY61wz8H0cRrzQm0WWPWJ0,231358237,531343350,1641715930000,1641716741522,Bialystok,User2
215,ChIJKTAiAjbMHkcRzMjb4LzsCx0,210522820,522514900,1641726049686,1641728220048,Warszawa Wschodnia,User2
216,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1641730456603,1641798170000,Bieniewicka 4,User2
217,ChIJx9kmv8_MHkcRlMNuvRUX1hI,210022369,522043319,1641800116004,1641804956895,Faculty of Automotive and Construction Machinery Warsaw University of Technology,User2
218,ChIJF8u2SOnMHkcR7TrJJ2_WP80,210080857,522212012,1641805936930,1641818930000,Warsaw University of Technology,User2
219,ChIJnQbtJaPNHkcRTGT6EDGLgL8,210126605,522204480,1641819118867,1641821893748,BAR THIEN LY,User2
220,ChIJF8u2SOnMHkcR7TrJJ2_WP80,210080857,522212012,1641822015753,1641833002000,Warsaw University of Technology,User2
221,ChIJm_uSxY7LHkcRfCl8PScvsxI,209845220,522571543,1641834273770,1641837340933,Arkadia,User2
222,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1641838212045,1641911536000,Bieniewicka 4,User2
223,ChIJ602SDurLHkcRT_jicqSAbJA,209711220,522717927,1641911723000,1641912571388,Marymont,User2
224,ChIJF8u2SOnMHkcR7TrJJ2_WP80,210080857,522212012,1641913190329,1641919539746,Warsaw University of Technology,User2
225,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1641921230452,1641998333499,Bieniewicka 4,User2
226,ChIJ3d5P6u3LHkcRGiZZjiTsQSg,209851841,522688336,1641998945498,1641999433640,Plac Wilsona,User2
227,ChIJF8u2SOnMHkcR7TrJJ2_WP80,210080857,522212012,1642000291084,1642007156278,Warsaw University of Technology,User2
228,ChIJWSlOqe7MHkcRaumVN8UoL0M,210101600,522215100,1642007156278,1642007643049,Żabka,User2
229,ChIJF8u2SOnMHkcR7TrJJ2_WP80,210080857,522212012,1642007763082,1642009481986,Warsaw University of Technology,User2
230,ChIJjXFvw-jLHkcRbWt_dRnJefk,209802426,522746719,1642012253384,1642013380045,Kumpir & Kebab Warszawa Żoliborz Bielany,User2
231,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1642013501930,1642149024000,Bieniewicka 4,User2
232,ChIJF8u2SOnMHkcR7TrJJ2_WP80,210080857,522212012,1642150775277,1642164575903,Warsaw University of Technology,User2
233,ChIJHTEds-7MHkcROMrhAyhW2mo,210107670,522211249,1642164718000,1642169119751,Thai Style,User2
234,ChIJF8u2SOnMHkcR7TrJJ2_WP80,210080857,522212012,1642169240518,1642177005000,Warsaw University of Technology,User2
235,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1642178909891,1642187163488,Bieniewicka 4,User2
236,ChIJYxH3McTLHkcR0gp4WggczeY,209614652,522751825,1642187544350,1642190323266,Hami Foods,User2
237,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1642190694269,1642260369859,Bieniewicka 4,User2
238,ChIJm_uSxY7LHkcRfCl8PScvsxI,209845220,522571543,1642261613894,1642269227648,Arkadia,User2
239,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1642270092541,1642340374844,Bieniewicka 4,User2
240,ChIJ-QcpfM7MHkcRcVKoCYmFne0,209981514,522014203,1639836290279,1639844924344,"""Żaczek"" Dormitory Warsaw University of Technology",User2
241,ChIJuX_ZI87MHkcRVVsDF6eGsXE,210025200,522019400,1639845173499,1639845821686,Kulskiego 05,User2
242,ChIJhzdbxufMHkcRXT0HlRK1YCE,210162311,522162499,1639846484981,1639856211762,Pub Student,User2
243,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1639857799337,1639924453386,Bieniewicka 4,User2
244,ChIJQ0Ysw-jLHkcR913z1brHCpI,209803373,522747343,1639924585352,1639925437400,Pan Sushi,User2
245,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1639925565946,1639999508069,Bieniewicka 4,User2
246,ChIJaXKxzejLHkcR9bZYrqHjgBU,209815300,522745300,1639999679043,1640000367536,Marymont - Potok 01,User2
247,ChIJ4dDnHzjNHkcRlaBu-y467KE,210491957,521972029,1640002117540,1640003579000,Panorama Shopping Centre,User2
248,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1640005553734,1640080692697,Bieniewicka 4,User2
249,ChIJWTUjZY3MHkcR2U7HZ_LJC-s,210032200,522288600,1640082366549,1640083219069,Warsaw Central,User2
250,ChIJR_PJJxT6H0cRN51isI1Hx9g,230265601,530809696,1640094201000,1640094812192,Niwodnica,User2
251,ChIJVbNlEoH-H0cR-LaOndg2BJU,231973330,531550060,1640096895689,1640164609365,Żyzna 21,User2
252,ChIJHwpPO9P9H0cRI2v7rfIWCxU,231845348,531626071,1640164973079,1640166066926,Wysockiego Park Handlowy,User2
253,ChIJVbNlEoH-H0cR-LaOndg2BJU,231973330,531550060,1640166915777,1640178093703,Żyzna 21,User2
254,ChIJXfvHdX_-H0cRXr6UMCbPd1g,232001253,531623432,1640178215706,1640180618850,Siloe S.c. NZOZ,User2
255,ChIJVbNlEoH-H0cR-LaOndg2BJU,231973330,531550060,1640240862019,1640274821000,Żyzna 21,User2
256,ChIJaXIsIxn8H0cRUaktfN34IKc,231659092,531394338,1640275260000,1640281086799,SP Health Care Centre of the Ministry of Internal Affairs and Administration,User2
257,ChIJVbNlEoH-H0cR-LaOndg2BJU,231973330,531550060,1640281572722,1640468425000,Żyzna 21,User2
258,ChIJz48er1f-H0cRJ7UFadEJitg,232481600,531510244,1640469127120,1640472037233,Stajnia Sowlany,User2
259,ChIJVbNlEoH-H0cR-LaOndg2BJU,231973330,531550060,1640472483780,1640513312301,Żyzna 21,User2
260,ChIJXd1QPSXRIUcR-1xphcg4cec,228612740,524230210,1640519173703,1640537827983,Legionów Piłsudskiego 14,User2
261,ChIJVbNlEoH-H0cR-LaOndg2BJU,231973330,531550060,1640544008845,1640544729025,Żyzna 21,User2
262,ChIJVbNlEoH-H0cR-LaOndg2BJU,231973330,531550060,1640546297043,1640640692651,Żyzna 21,User2
263,ChIJVbNlEoH-H0cR-LaOndg2BJU,231973330,531550060,1640642028160,1640683587000,Żyzna 21,User2
264,ChIJLzD4QR_8H0cRyWBBXsGenLc,231714824,531405424,1640684046118,1640684910522,Independent Municipal Hospital. PCK,User2
265,ChIJVbNlEoH-H0cR-LaOndg2BJU,231973330,531550060,1640686262898,1640775817028,Żyzna 21,User2
266,ChIJez4Delj-H0cRX8UlNdus51A,232390056,531431844,1640776568229,1640777052007,Sosenkowa 1,User2
267,ChIJz6kNqKn-H0cRRwAEUuP2cyI,231704047,531262857,1640778524779,1640785239842,ALFA Shopping Centre,User2
268,ChIJ4zE4IhD8H0cRlQUjsYq2VX8,231527347,531346429,1640786248025,1640791195385,Szkoła Podstawowa nr 4 im. Sybiraków,User2
269,ChIJVbNlEoH-H0cR-LaOndg2BJU,231973330,531550060,1640793599275,1640800748972,Żyzna 21,User2
270,ChIJoefAxNj9H0cRTeu7aAyBBNg,231607327,531322542,1640801575000,1640802286876,Kosciuszko Market Square,User2
271,ChIJicCCkQ_8H0cR3o6FDmFjI10,231570690,531329070,1640802286876,1640809064903,Pizzeria Fuks,User2
272,ChIJVbNlEoH-H0cR-LaOndg2BJU,231973330,531550060,1640810154053,1640863049531,Żyzna 21,User2
273,ChIJXfvHdX_-H0cRXr6UMCbPd1g,232001253,531623432,1640863301241,1640864272755,Siloe S.c. NZOZ,User2
274,ChIJVbNlEoH-H0cR-LaOndg2BJU,231973330,531550060,1640864513877,1640973646457,Żyzna 21,User2
275,ChIJEVGuMoX-H0cRdrt50AqGiR4,231994769,531471189,1640974083165,1641000371892,Chabrowa 19,User2
