,Longitude,Latitude,TimeStampInMS,User
455,209198362,522396090,1640339299772,User3
456,209268324,522399455,1640339420667,User3
457,209348008,522410134,1640339670548,User3
458,208996538,522424733,1640338922788,User3
459,209333399,522415699,1640339791953,User3
460,209329395,522411918,1640342645425.6667,User3
461,208993301,522395401,1640342813371.0,User3
462,209005641,522416114,1640342981316.3333,User3
463,209328177,522415909,1640342561453,User3
464,209004692,522411288,1640343065289,User3
465,208994503,522406196,1640357838538.0,User3
466,208968105,522302627,1640358005146.0,User3
467,209040737,522258453,1640358171754.0,User3
468,209006746,522405245,1640357755234,User3
469,209038937,522258097,1640358255058,User3
470,209045734,522254219,1640370439503.3333,User3
471,208968963,522316818,1640370582118.0,User3
472,208990268,522417182,1640370724732.6667,User3
473,209046255,522254150,1640370368196,User3
474,208989750,522414570,1640370796040,User3
475,220567131,514681358,1640431376000,User3
476,219732590,514196281,1640431903000,User3
477,218768978,513284645,1640432990000,User3
478,208994369,522405509,1640426658388.889,User3
479,212861843,521790313,1640427419166.6667,User3
480,220566730,514681396,1640428179944.4443,User3
481,219876441,514274330,1640428940722.2222,User3
482,219732646,514196243,1640429701500.0,User3
483,219346389,514105606,1640430462277.7778,User3
484,218768692,513284873,1640431223055.5557,User3
485,218821010,513253250,1640431983833.3333,User3
486,218872966,513241996,1640432744611.111,User3
487,208994265,522405512,1640426278000,User3
488,218872805,513241714,1640433125000,User3
489,218799992,513259087,1640510811721,User3
490,219730701,513957481,1640512000442,User3
491,218872435,513242116,1640510873577.1428,User3
492,218821006,513253244,1640511188255.4285,User3
493,218798634,513260359,1640511502933.7144,User3
494,219360740,514111819,1640511817612.0,User3
495,219730178,513957367,1640512132290.2856,User3
496,219795938,513360128,1640512446968.5715,User3
497,219795938,513360128,1640512761646.8572,User3
498,218871745,513240865,1640510716238,User3
499,219457754,514474424,1640512918986,User3
500,218907260,513244819,1640545186326.3333,User3
501,218903884,513237762,1640545306929.0,User3
502,218883590,513239593,1640545427531.6667,User3
503,218903987,513246085,1640545126025,User3
504,218883910,513240180,1640545487833,User3
505,217488346,513077545,1640791300000,User3
506,211377163,514676018,1640794481000,User3
507,218869838,513242683,1640791016357.1428,User3
508,218666992,513223457,1640792227071.4285,User3
509,217488021,513077011,1640793437785.7144,User3
510,215971794,513566551,1640794648500.0,User3
511,211376361,514675903,1640795859214.2856,User3
512,208413658,519538421,1640797069928.5715,User3
513,208994865,522407989,1640798280642.8572,User3
514,218869818,513242656,1640790411000,User3
515,208994674,522407976,1640798886000,User3
516,209007244,522416000,1640800311820.6667,User3
517,208962535,522396240,1640800516392.0,User3
518,209042282,522261848,1640800720963.3333,User3
519,209006408,522411730,1640800209535,User3
520,209040791,522262123,1640800823249,User3
521,209058349,522278390,1640803902624,User3
