,PlaceId,Longitude,Latitude,StartTimeStampInMS,EndTimeStampInMS,Name,User
93,ChIJVQUcLcfMHkcRzfvFo69SvWE,210118940,522160933,1634750443092,1634752634000,Mokotowskie Field,User2
94,ChIJlb5oHevMHkcRnyVimDipva8,210029041,522199490,1634753407183,1634760790674,XIV Liceum Ogólnokształcące im. Stanisława Staszica,User2
95,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1634762849263,1634829860190,Bieniewicka 4,User2
96,ChIJs1jRHenMHkcRYbW211PIixg,210118585,522190346,1634831381024,1634837574000,The Faculty of Electronics and Information Technology on Warsaw University of Technology,User2
97,ChIJm_uSxY7LHkcRfCl8PScvsxI,209845220,522571543,1634839557905,1634842273874,Arkadia,User2
98,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1634843266234,1634881596013,Bieniewicka 4,User2
99,ChIJx9kmv8_MHkcRlMNuvRUX1hI,210022368,522043318,1634883736514,1634889188000,Faculty of Automotive and Construction Machinery Warsaw University of Technology,User2
100,ChIJF8u2SOnMHkcR7TrJJ2_WP80,210080857,522212012,1634890162401,1634903698813,Warsaw University of Technology,User2
101,ChIJnQbtJaPNHkcRTGT6EDGLgL8,210126605,522204480,1634904062185,1634906927797,BAR THIEN LY,User2
102,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1634908660635,1634917008384,Bieniewicka 4,User2
103,ChIJWTUjZY3MHkcR2U7HZ_LJC-s,210032200,522288600,1634918847440,1634919162000,Warsaw Central,User2
104,ChIJF8u2SOnMHkcR7TrJJ2_WP80,210080857,522212012,1634919610821,1634925081047,Warsaw University of Technology,User2
105,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1634927067000,1634993850955,Bieniewicka 4,User2
106,ChIJQ0Ysw-jLHkcR913z1brHCpI,209803373,522747343,1634994069000,1634994814105,Pan Sushi,User2
107,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1634995353729,1634999928878,Bieniewicka 4,User2
108,ChIJ0xhf5EnJHkcR8eVpalqnuXk,210199765,523023426,1635000701160,1635011787307,Murall Centrum Wspinaczkowe + FunClimb,User2
109,ChIJYxH3McTLHkcR0gp4WggczeY,209614652,522751825,1635012524517,1635014699014,Hami Foods,User2
110,ChIJWx2tG-nLHkcRZ4495dW_Zig,209782606,522737412,1635015321783,1635145275145,Bieniewicka 4,User2
111,ChIJweNQiunLHkcRM69ZqZ0xRxI,209740136,522724243,1635145513000,1635145883052,Metro Marymont,User2
